,submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
0,2020-05-04T00:00:00.000,KY,5245,5245.0,0.0,115.0,0.0,261,261.0,0.0,8.0,0.0,2020-05-05T17:25:08.000,Agree,Agree
1,2020-03-23T00:00:00.000,NH,101,,,23.0,,1,,,1.0,,2020-03-26T16:22:39.452,Not agree,Not agree
2,2021-03-16T00:00:00.000,MN,498926,,,708.0,152.0,6817,6380.0,437.0,2.0,0.0,2021-03-17T14:24:24.658,,Agree
3,2020-05-29T00:00:00.000,NJ,159196,,,1673.0,14.0,11531,11531.0,0.0,130.0,0.0,2021-02-19T13:38:31.100,Not agree,Agree
4,2020-02-14T00:00:00.000,DC,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,,
5,2020-04-01T00:00:00.000,SC,1348,1348.0,0.0,217.0,0.0,32,,,2.0,0.0,2021-03-24T13:33:43.058,Agree,Not agree
6,2020-06-25T00:00:00.000,NE,18346,,,125.0,0.0,260,,,3.0,0.0,2020-06-26T19:18:27.809,Not agree,Not agree
7,2020-02-24T00:00:00.000,CA,10,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Not agree,Not agree
8,2020-11-14T00:00:00.000,VA,201961,183455.0,18506.0,1161.0,191.0,3800,3527.0,273.0,1.0,0.0,2020-11-15T15:12:13.050,Agree,Agree
9,2020-11-17T00:00:00.000,DE,29755,28473.0,1282.0,203.0,11.0,742,652.0,90.0,3.0,0.0,2020-11-18T14:57:46.366,Agree,Agree
10,2020-04-23T00:00:00.000,FSM,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2020-05-25T15:38:40.000,Agree,Agree
11,2020-01-23T00:00:00.000,WY,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
12,2020-11-14T00:00:00.000,NJ,295012,,,4856.0,503.0,16548,14747.0,1801.0,26.0,0.0,2021-02-19T13:38:31.100,Not agree,Agree
13,2020-11-15T00:00:00.000,WA,130040,,,2309.0,0.0,2519,,,0.0,0.0,2020-11-16T18:40:02.302,,
14,2021-02-18T00:00:00.000,AL,484365,379795.0,104570.0,1198.0,188.0,9424,7391.0,2033.0,78.0,11.0,2021-02-19T15:33:51.934,Agree,Agree
15,2020-05-02T00:00:00.000,SC,6553,6553.0,0.0,199.0,0.0,283,,,9.0,0.0,2021-03-24T13:33:43.058,Agree,Not agree
16,2020-06-21T00:00:00.000,OR,6937,6700.0,237.0,187.0,237.0,190,188.0,2.0,1.0,2.0,2020-06-22T15:24:02.542,Agree,Agree
17,2020-11-08T00:00:00.000,DE,26603,25395.0,1208.0,345.0,7.0,718,631.0,87.0,2.0,0.0,2020-11-09T14:38:54.660,Agree,Agree
18,2020-06-29T00:00:00.000,LA,57081,,,845.0,0.0,3199,3091.0,108.0,0.0,-5.0,2020-06-30T15:27:33.712,Not agree,Agree
19,2020-04-03T00:00:00.000,NJ,29895,,,4305.0,,646,,,109.0,,2020-04-03T16:22:39.452,Agree,Agree
20,2020-07-29T00:00:00.000,NV,46021,,,870.0,0.0,806,,,21.0,0.0,2020-07-30T14:42:43.801,,
21,2020-03-28T00:00:00.000,NH,214,,,27.0,,2,,,0.0,,2020-03-28T16:22:39.452,Not agree,Not agree
22,2021-01-18T00:00:00.000,IL,1072214,1072214.0,0.0,3385.0,0.0,20118,18258.0,1860.0,68.0,18.0,2021-01-19T14:37:00.036,Agree,Agree
23,2020-05-08T00:00:00.000,NJ,135519,,,1834.0,15.0,8952,8952.0,0.0,151.0,0.0,2021-02-19T13:38:31.100,Not agree,Agree
24,2020-04-21T00:00:00.000,SC,4739,4739.0,0.0,181.0,0.0,179,,,7.0,0.0,2021-03-24T13:33:43.058,Agree,Not agree
25,2020-05-14T00:00:00.000,VA,28672,27293.0,1379.0,859.0,35.0,977,944.0,33.0,22.0,5.0,2020-05-15T16:11:22.000,Agree,Agree
26,2020-05-28T00:00:00.000,IL,115833,115833.0,0.0,1527.0,0.0,5186,5186.0,0.0,103.0,0.0,2020-05-29T14:19:55.781,Agree,Agree
27,2020-10-28T00:00:00.000,ID,61785,54193.0,7592.0,862.0,208.0,599,555.0,44.0,14.0,0.0,2020-10-29T14:11:33.577,Agree,Agree
28,2020-08-18T00:00:00.000,AZ,194920,193416.0,1504.0,915.0,13.0,4529,4273.0,256.0,23.0,2.0,2020-08-19T14:23:51.835,Agree,Agree
29,2020-09-19T00:00:00.000,IN,110759,,,1076.0,0.0,3503,3278.0,225.0,8.0,0.0,2020-09-20T13:53:10.094,Not agree,Agree
30,2020-06-09T00:00:00.000,NV,10030,,,225.0,-19.0,444,,,-17.0,-19.0,2020-06-10T20:56:25.490,,
31,2020-05-22T00:00:00.000,OR,3864,3770.0,94.0,47.0,2.0,147,147.0,0.0,2.0,0.0,2020-05-23T17:58:16.000,Agree,Agree
32,2020-02-28T00:00:00.000,MO,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Not agree,Not agree
33,2020-02-08T00:00:00.000,OR,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
34,2020-03-18T00:00:00.000,OR,75,,,10.0,,3,,,2.0,,2020-03-26T16:22:39.452,Agree,Agree
35,2021-01-30T00:00:00.000,FSM,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2021-01-31T14:48:12.513,Agree,Agree
36,2021-02-11T00:00:00.000,OR,149082,147362.0,1720.0,607.0,0.0,2056,2041.0,15.0,12.0,0.0,2021-02-12T14:56:38.403,Agree,Agree
37,2021-01-29T00:00:00.000,GU,7579,,,0.0,0.0,129,,,0.0,0.0,2021-01-30T14:43:11.492,Not agree,Not agree
38,2020-12-31T00:00:00.000,GU,7308,,,0.0,0.0,121,,,0.0,0.0,2021-01-01T14:49:07.256,Not agree,Not agree
39,2021-02-21T00:00:00.000,VA,565270,446642.0,118628.0,1155.0,321.0,7486,6445.0,1041.0,155.0,30.0,2021-02-22T14:53:38.566,Agree,Agree
40,2020-08-21T00:00:00.000,ND,9736,9736.0,0.0,262.0,0.0,135,,,3.0,0.0,2020-08-22T14:21:09.869,Agree,Not agree
41,2020-10-06T00:00:00.000,ID,45082,40685.0,4397.0,660.0,106.0,492,452.0,40.0,5.0,0.0,2020-10-07T13:45:01.309,Agree,Agree
42,2020-08-20T00:00:00.000,LA,140821,,,918.0,0.0,4637,4496.0,141.0,28.0,0.0,2020-08-21T14:27:34.675,Not agree,Agree
43,2020-05-27T00:00:00.000,WI,16462,16462.0,0.0,599.0,0.0,539,539.0,0.0,22.0,0.0,2020-05-28T15:12:25.989,Agree,Agree
44,2021-01-08T00:00:00.000,MN,431944,,,2374.0,279.0,5688,5425.0,263.0,48.0,4.0,2021-01-09T15:26:08.605,,Agree
45,2020-10-10T00:00:00.000,DE,22130,21050.0,1080.0,303.0,1.0,654,574.0,80.0,3.0,0.0,2020-10-11T13:47:22.472,Agree,Agree
46,2020-06-12T00:00:00.000,SC,18042,18042.0,0.0,872.0,0.0,611,,,6.0,0.0,2021-03-24T13:33:43.058,Agree,Not agree
47,2020-03-16T00:00:00.000,AZ,18,,,5.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
48,2020-02-28T00:00:00.000,WI,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
49,2020-11-08T00:00:00.000,WI,281910,267410.0,14500.0,4407.0,127.0,2392,2312.0,80.0,11.0,0.0,2020-11-09T14:38:54.660,Agree,Agree
50,2020-12-24T00:00:00.000,ND,91222,88587.0,2635.0,274.0,4.0,1264,,,4.0,0.0,2020-12-25T14:25:34.696,Agree,Not agree
51,2020-04-16T00:00:00.000,NE,1066,,,114.0,,24,,,3.0,,2020-04-16T16:22:39.452,Not agree,Not agree
52,2021-01-09T00:00:00.000,RI,97614,,,0.0,0.0,1916,,,0.0,0.0,2021-01-10T16:10:55.461,Not agree,
53,2021-01-27T00:00:00.000,AL,449086,354967.0,94119.0,3177.0,1128.0,7172,5817.0,1355.0,276.0,97.0,2021-01-28T14:49:07.741,Agree,Agree
54,2020-02-15T00:00:00.000,IN,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Not agree,Agree
55,2020-12-09T00:00:00.000,IL,812430,812430.0,0.0,8256.0,0.0,14613,13666.0,947.0,229.0,50.0,2020-12-10T14:50:16.790,Agree,Agree
56,2020-08-02T00:00:00.000,VT,1426,,,5.0,0.0,57,,,0.0,0.0,2020-08-03T14:31:01.928,Not agree,Not agree
57,2020-04-08T00:00:00.000,CA,16957,,,1092.0,,442,,,68.0,,2020-04-07T16:22:39.452,Not agree,Not agree
58,2021-03-19T00:00:00.000,MO,570156,,,661.0,263.0,8370,,,2.0,0.0,2021-03-20T14:03:21.260,Not agree,Not agree
59,2020-02-24T00:00:00.000,MD,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,,Agree
60,2020-09-23T00:00:00.000,IN,113337,,,711.0,0.0,3530,3305.0,225.0,10.0,0.0,2020-09-24T13:54:02.843,Not agree,Agree
61,2020-09-12T00:00:00.000,NJ,200405,,,476.0,27.0,16027,14238.0,1789.0,4.0,0.0,2021-02-19T13:38:31.100,Not agree,Agree
62,2020-10-10T00:00:00.000,AL,164526,144901.0,19625.0,1061.0,60.0,2664,2508.0,156.0,11.0,-1.0,2020-10-11T13:47:22.472,Agree,Agree
63,2020-07-30T00:00:00.000,WI,56079,52108.0,3971.0,1091.0,32.0,926,919.0,7.0,8.0,0.0,2020-07-31T14:35:06.518,Agree,Agree
64,2020-02-05T00:00:00.000,NV,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,,
65,2020-04-28T00:00:00.000,DE,4655,4526.0,129.0,80.0,0.0,144,133.0,11.0,7.0,0.0,2020-04-29T18:12:08.477,Agree,Agree
66,2020-09-28T00:00:00.000,MI,135702,122735.0,12967.0,1329.0,21.0,7051,6731.0,320.0,7.0,-1.0,2020-09-29T13:50:42.951,Agree,Agree
67,2020-04-07T00:00:00.000,GU,122,,,11.0,,4,,,0.0,,2020-04-07T16:22:39.452,Not agree,Not agree
68,2021-01-13T00:00:00.000,VA,417839,343304.0,74535.0,5294.0,1458.0,5626,4952.0,674.0,74.0,14.0,2021-01-14T15:12:46.601,Agree,Agree
69,2020-02-25T00:00:00.000,MN,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,,Agree
70,2020-04-14T00:00:00.000,MS,3360,,,273.0,,122,,,11.0,,2020-04-13T16:22:39.452,Agree,Agree
71,2020-05-05T00:00:00.000,IN,21033,,,526.0,0.0,1326,1213.0,113.0,62.0,0.0,2020-05-06T16:23:08.000,Not agree,Agree
72,2020-03-13T00:00:00.000,VI,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,,
73,2020-04-29T00:00:00.000,AZ,7202,7202.0,0.0,254.0,0.0,254,254.0,0.0,-39.0,0.0,2020-04-30T16:07:01.546,Agree,Agree
74,2020-05-22T00:00:00.000,KY,8426,8305.0,121.0,140.0,10.0,391,390.0,1.0,5.0,0.0,2020-05-23T17:58:16.000,Agree,Agree
75,2020-09-10T00:00:00.000,WA,78467,,,458.0,0.0,1985,,,7.0,0.0,2020-09-11T13:51:03.398,,
76,2020-02-10T00:00:00.000,OR,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
77,2020-09-25T00:00:00.000,FSM,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2020-09-26T13:46:07.689,Agree,Agree
78,2020-07-05T00:00:00.000,CT,46717,44741.0,1976.0,0.0,0.0,4335,3463.0,872.0,0.0,0.0,2020-07-06T15:16:12.497,Agree,Agree
79,2020-08-01T00:00:00.000,AZ,177022,177022.0,0.0,3012.0,0.0,3747,3747.0,0.0,53.0,0.0,2020-08-02T14:54:37.126,Agree,Agree
80,2020-10-06T00:00:00.000,WY,6770,5751.0,1019.0,141.0,50.0,53,53.0,0.0,0.0,0.0,2020-10-07T13:45:01.309,Agree,Agree
81,2020-04-12T00:00:00.000,NH,985,,,56.0,,23,,,0.0,,2020-04-11T16:22:39.452,Not agree,Not agree
82,2020-11-07T00:00:00.000,MO,218364,,,4132.0,166.0,3150,,,0.0,0.0,2020-11-08T09:40:00.000,Not agree,Not agree
83,2020-02-06T00:00:00.000,ID,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
84,2021-03-05T00:00:00.000,GU,7748,,,0.0,0.0,133,,,0.0,0.0,2021-03-06T15:08:48.630,Not agree,Not agree
85,2020-07-26T00:00:00.000,NV,43067,,,1030.0,3.0,760,,,2.0,0.0,2020-07-27T14:16:42.667,,
86,2020-05-24T00:00:00.000,CA,92710,,,2079.0,0.0,3774,,,66.0,0.0,2020-05-25T14:12:49.524,Not agree,Not agree
87,2020-09-14T00:00:00.000,MT,9107,9107.0,0.0,86.0,0.0,138,138.0,0.0,3.0,0.0,2020-09-15T14:03:59.985,Agree,Agree
88,2020-03-19T00:00:00.000,DC,71,,,32.0,,0,,,0.0,,2020-03-26T16:22:39.452,,
89,2020-07-23T00:00:00.000,DC,11571,,,42.0,0.0,581,,,1.0,0.0,2020-07-24T14:18:40.590,,
90,2020-11-04T00:00:00.000,FSM,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2020-11-05T14:39:23.079,Agree,Agree
91,2020-02-16T00:00:00.000,DC,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,,
92,2020-11-29T00:00:00.000,VI,1544,,,6.0,0.0,23,,,0.0,0.0,2020-11-30T14:51:40.262,,
93,2021-01-22T00:00:00.000,OR,136839,135119.0,1720.0,866.0,0.0,1865,1850.0,15.0,22.0,0.0,2021-01-23T14:50:13.435,Agree,Agree
94,2020-05-16T00:00:00.000,WI,12187,12187.0,0.0,502.0,0.0,453,453.0,0.0,8.0,0.0,2020-05-17T15:27:46.000,Agree,Agree
95,2020-12-07T00:00:00.000,IL,796264,796264.0,0.0,8691.0,0.0,14216,13343.0,873.0,100.0,12.0,2020-12-08T14:59:49.759,Agree,Agree
96,2020-06-22T00:00:00.000,OR,7083,6836.0,247.0,146.0,10.0,192,190.0,2.0,2.0,0.0,2020-06-23T14:28:19.177,Agree,Agree
97,2020-10-09T00:00:00.000,FSM,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2020-10-10T13:30:17.102,Agree,Agree
98,2020-03-22T00:00:00.000,MN,236,,,99.0,,1,,,0.0,,2020-03-26T16:22:39.452,,Agree
99,2020-06-16T00:00:00.000,CT,45349,43415.0,1934.0,114.0,2.0,4210,3362.0,848.0,6.0,0.0,2020-06-17T15:06:04.858,Agree,Agree
100,2020-05-18T00:00:00.000,NJ,148219,,,1720.0,15.0,10435,10435.0,0.0,79.0,0.0,2021-02-19T13:38:31.100,Not agree,Agree
101,2020-09-21T00:00:00.000,RI,23932,,,312.0,0.0,1097,,,9.0,0.0,2020-09-22T13:51:57.795,Not agree,
102,2020-09-25T00:00:00.000,WA,85226,,,988.0,0.0,2100,,,20.0,0.0,2020-09-26T13:46:07.689,,
103,2020-12-29T00:00:00.000,OR,111227,109507.0,1720.0,682.0,0.0,1449,1434.0,15.0,16.0,0.0,2020-12-30T14:56:20.759,Agree,Agree
104,2021-03-25T00:00:00.000,NC,905528,783358.0,122170.0,4266.0,1273.0,12028,10623.0,1405.0,134.0,9.0,2021-03-26T14:14:54.115,Agree,Agree
105,2020-12-17T00:00:00.000,MS,190411,137808.0,52603.0,2507.0,1534.0,4354,3615.0,739.0,34.0,13.0,2020-12-18T14:45:01.331,Agree,Agree
106,2020-10-28T00:00:00.000,SC,174796,165637.0,9159.0,866.0,207.0,3953,,,22.0,3.0,2021-03-24T13:33:43.058,Agree,Not agree
107,2021-01-06T00:00:00.000,AL,384184,308269.0,75915.0,4591.0,1412.0,4994,4346.0,648.0,108.0,28.0,2021-01-07T14:56:59.705,Agree,Agree
108,2021-02-19T00:00:00.000,MO,551071,,,917.0,335.0,7715,,,6.0,0.0,2021-02-20T09:45:00.000,Not agree,Not agree
109,2020-07-21T00:00:00.000,ID,15822,14860.0,962.0,556.0,33.0,126,103.0,23.0,4.0,1.0,2020-07-22T14:51:28.800,Agree,Agree
110,2020-04-28T00:00:00.000,WY,536,396.0,140.0,16.0,9.0,7,7.0,0.0,0.0,0.0,2020-04-29T18:12:08.477,Agree,Agree
111,2020-12-04T00:00:00.000,AL,264199,219069.0,45130.0,3840.0,709.0,3831,3411.0,420.0,55.0,19.0,2020-12-05T14:29:17.537,Agree,Agree
112,2020-10-22T00:00:00.000,LA,181904,,,772.0,0.0,5799,5593.0,206.0,9.0,0.0,2020-10-23T13:44:31.471,Not agree,Agree
113,2020-07-21T00:00:00.000,OR,15139,14355.0,784.0,292.0,784.0,269,265.0,4.0,7.0,4.0,2020-07-22T14:51:28.800,Agree,Agree
114,2021-01-28T00:00:00.000,NE,189597,,,814.0,0.0,1921,,,4.0,0.0,2021-01-29T14:42:19.981,Not agree,Not agree
115,2021-02-02T00:00:00.000,WI,594217,544260.0,49957.0,1296.0,201.0,6480,5937.0,543.0,44.0,4.0,2021-02-03T14:55:58.025,Agree,Agree
116,2020-05-23T00:00:00.000,ID,2626,2387.0,239.0,31.0,0.0,79,59.0,20.0,0.0,0.0,2020-05-24T14:15:55.571,Agree,Agree
117,2020-08-29T00:00:00.000,NH,7246,,,30.0,0.0,432,,,0.0,0.0,2020-08-30T14:49:52.418,Not agree,Not agree
118,2021-03-24T00:00:00.000,SC,543925,460736.0,83189.0,0.0,0.0,9055,,,0.0,0.0,2021-03-25T14:25:23.209,Agree,Not agree
119,2020-06-03T00:00:00.000,IN,35712,,,475.0,0.0,2207,2032.0,175.0,10.0,0.0,2020-06-04T15:03:31.977,Not agree,Agree
120,2020-12-15T00:00:00.000,AL,301533,247003.0,54530.0,3638.0,1397.0,4124,3642.0,482.0,22.0,4.0,2020-12-16T14:28:57.146,Agree,Agree
121,2020-09-03T00:00:00.000,MN,78966,,,1881.0,0.0,1899,1847.0,52.0,17.0,0.0,2020-09-04T13:36:16.798,,Agree
122,2020-10-22T00:00:00.000,OR,40810,39090.0,1720.0,367.0,0.0,646,631.0,15.0,11.0,0.0,2020-10-23T13:44:31.471,Agree,Agree
123,2020-04-29T00:00:00.000,NE,3784,,,410.0,0.0,68,,,13.0,0.0,2020-04-30T16:07:01.546,Not agree,Not agree
124,2021-03-19T00:00:00.000,CA,3538821,,,3287.0,0.0,56027,,,232.0,0.0,2021-03-20T14:03:21.260,Not agree,Not agree
125,2020-06-26T00:00:00.000,NJ,171476,,,412.0,24.0,14914,13060.0,1854.0,42.0,0.0,2021-02-19T13:38:31.100,Not agree,Agree
126,2021-03-24T00:00:00.000,ND,102198,96024.0,6174.0,197.0,62.0,1465,,,1.0,0.0,2021-03-25T14:25:23.209,Agree,Not agree
127,2020-12-06T00:00:00.000,DC,23136,,,264.0,0.0,697,,,2.0,0.0,2020-12-07T14:38:33.257,,
128,2020-12-05T00:00:00.000,IL,779975,779975.0,0.0,9887.0,0.0,14017,13179.0,838.0,235.0,30.0,2020-12-06T14:51:16.617,Agree,Agree
129,2020-10-09T00:00:00.000,VA,157905,148933.0,8972.0,1256.0,251.0,3354,3116.0,238.0,10.0,4.0,2020-10-10T13:30:17.102,Agree,Agree
130,2020-09-15T00:00:00.000,IN,107229,,,689.0,0.0,3460,3235.0,225.0,21.0,1.0,2020-09-16T13:53:41.027,Not agree,Agree
131,2020-07-28T00:00:00.000,GU,351,,,2.0,0.0,5,,,0.0,0.0,2020-07-29T14:34:46.946,Not agree,Not agree
132,2020-07-09T00:00:00.000,ME,3499,3110.0,389.0,13.0,-5.0,111,110.0,1.0,0.0,0.0,2020-07-10T15:35:06.524,Agree,Agree
133,2020-02-29T00:00:00.000,CA,12,,,1.0,,0,,,0.0,,2020-03-26T16:22:39.452,Not agree,Not agree
134,2020-08-21T00:00:00.000,NE,31626,,,278.0,0.0,376,,,3.0,0.0,2020-08-22T14:21:09.869,Not agree,Not agree
135,2021-02-10T00:00:00.000,GU,7686,,,13.0,1.0,130,,,0.0,0.0,2021-02-11T14:50:55.787,Not agree,Not agree
136,2020-07-16T00:00:00.000,AZ,134613,133838.0,775.0,3259.0,-3.0,2492,2353.0,139.0,58.0,0.0,2020-07-17T14:31:01.339,Agree,Agree
137,2020-06-22T00:00:00.000,IL,138224,137224.0,1000.0,462.0,0.0,6875,6671.0,204.0,24.0,0.0,2020-06-23T14:28:19.177,Agree,Agree
138,2020-09-02T00:00:00.000,SC,125195,122101.0,3094.0,830.0,121.0,2941,,,24.0,3.0,2021-03-24T13:33:43.058,Agree,Not agree
139,2021-02-27T00:00:00.000,ID,171140,138823.0,32317.0,233.0,62.0,1860,1634.0,226.0,1.0,0.0,2021-02-28T14:48:18.530,Agree,Agree
140,2020-05-30T00:00:00.000,ID,2839,2578.0,261.0,36.0,9.0,82,62.0,20.0,0.0,0.0,2020-05-31T14:43:17.781,Agree,Agree
141,2020-05-29T00:00:00.000,VI,69,,,0.0,0.0,6,,,0.0,0.0,2020-05-30T15:47:59.813,,
142,2020-02-14T00:00:00.000,AZ,1,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
143,2020-02-10T00:00:00.000,FSM,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
144,2020-06-20T00:00:00.000,CT,45715,43763.0,1952.0,158.0,5.0,4251,3394.0,857.0,13.0,4.0,2020-06-21T14:32:57.913,Agree,Agree
145,2020-12-01T00:00:00.000,MN,322312,,,3549.0,254.0,3674,3543.0,131.0,22.0,0.0,2020-12-02T15:48:48.293,,Agree
146,2020-04-02T00:00:00.000,ME,376,,,32.0,,7,,,0.0,,2020-04-01T16:22:39.452,Agree,Agree
147,2020-08-17T00:00:00.000,NJ,190717,,,360.0,48.0,15916,14077.0,1839.0,13.0,0.0,2021-02-19T13:38:31.100,Not agree,Agree
148,2020-05-05T00:00:00.000,ID,2127,1960.0,167.0,21.0,8.0,65,47.0,18.0,1.0,1.0,2020-05-06T16:23:08.000,Agree,Agree
149,2020-08-16T00:00:00.000,WI,70246,65741.0,4505.0,699.0,14.0,1046,1039.0,7.0,1.0,0.0,2020-08-17T14:26:31.025,Agree,Agree
150,2020-05-26T00:00:00.000,ID,2699,2458.0,241.0,15.0,2.0,81,61.0,20.0,2.0,0.0,2020-05-27T15:37:59.621,Agree,Agree
151,2021-02-02T00:00:00.000,NE,192040,,,1090.0,0.0,1931,,,11.0,0.0,2021-02-03T14:55:58.025,Not agree,Not agree
152,2020-01-22T00:00:00.000,AL,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
153,2020-11-19T00:00:00.000,FSM,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2020-11-20T15:06:16.717,Agree,Agree
154,2020-03-09T00:00:00.000,FSM,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
155,2020-10-14T00:00:00.000,IN,139269,,,1165.0,0.0,3836,3609.0,227.0,14.0,0.0,2020-10-15T13:30:46.649,Not agree,Agree
156,2020-11-22T00:00:00.000,DE,31808,30492.0,1316.0,487.0,10.0,748,657.0,91.0,2.0,0.0,2020-11-23T15:04:35.152,Agree,Agree
157,2020-07-01T00:00:00.000,WA,33435,,,611.0,0.0,1339,,,7.0,0.0,2020-07-02T15:10:03.527,,
158,2021-01-14T00:00:00.000,MT,88110,88110.0,0.0,457.0,0.0,1077,1077.0,0.0,8.0,0.0,2021-01-15T14:46:04.456,Agree,Agree
159,2020-12-22T00:00:00.000,KY,247344,199942.0,47402.0,3047.0,1073.0,2440,2288.0,152.0,28.0,6.0,2020-12-23T14:36:58.341,Agree,Agree
160,2021-02-16T00:00:00.000,WA,329746,,,834.0,112.0,4709,,,34.0,0.0,2021-02-17T14:51:58.706,,
161,2021-01-05T00:00:00.000,ID,144843,119461.0,25382.0,1538.0,555.0,1471,1298.0,173.0,12.0,4.0,2021-01-06T14:58:26.308,Agree,Agree
162,2021-03-16T00:00:00.000,RI,131750,,,263.0,0.0,2583,,,7.0,0.0,2021-03-17T14:24:24.658,Not agree,
163,2020-12-06T00:00:00.000,NE,139834,,,1266.0,0.0,1205,,,11.0,0.0,2020-12-07T14:38:33.257,Not agree,Not agree
164,2020-06-03T00:00:00.000,NH,4795,,,46.0,0.0,265,,,9.0,0.0,2020-06-04T15:03:31.977,Not agree,Not agree
165,2020-03-16T00:00:00.000,DC,22,,,5.0,,0,,,0.0,,2020-03-26T16:22:39.452,,
166,2020-02-22T00:00:00.000,DE,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
167,2020-06-13T00:00:00.000,NE,16633,,,120.0,0.0,216,,,0.0,0.0,2020-06-14T14:19:43.716,Not agree,Not agree
168,2021-02-08T00:00:00.000,NE,194168,,,446.0,0.0,1978,,,10.0,0.0,2021-02-09T15:24:29.092,Not agree,Not agree
169,2020-04-19T00:00:00.000,KY,2960,2960.0,0.0,253.0,0.0,148,148.0,0.0,4.0,0.0,2020-04-19T16:22:39.452,Agree,Agree
170,2020-03-19T00:00:00.000,NV,95,,,32.0,,1,,,0.0,,2020-03-26T16:22:39.452,,
171,2020-06-17T00:00:00.000,VI,73,,,0.0,0.0,6,,,0.0,0.0,2020-06-18T17:16:14.582,,
172,2020-07-18T00:00:00.000,VT,1338,,,4.0,0.0,56,,,0.0,0.0,2020-07-19T15:05:47.084,Not agree,Not agree
173,2021-02-17T00:00:00.000,NH,71964,,,749.0,525.0,1148,,,12.0,5.0,2021-02-18T14:43:57.648,Not agree,Not agree
174,2021-02-08T00:00:00.000,NV,284590,,,548.0,0.0,4522,,,2.0,0.0,2021-02-09T15:24:29.092,,
175,2020-08-29T00:00:00.000,VT,1616,,,27.0,0.0,58,,,0.0,0.0,2020-08-30T14:49:52.418,Not agree,Not agree
176,2020-05-13T00:00:00.000,IN,25473,,,346.0,0.0,1619,1482.0,137.0,41.0,3.0,2020-05-14T17:25:44.000,Not agree,Agree
177,2020-07-30T00:00:00.000,KY,29386,27716.0,1670.0,659.0,116.0,731,727.0,4.0,7.0,0.0,2020-07-31T14:35:06.518,Agree,Agree
178,2021-01-03T00:00:00.000,MS,223677,151087.0,72590.0,1616.0,914.0,4884,3859.0,1025.0,13.0,11.0,2021-01-04T14:55:45.964,Agree,Agree
179,2021-02-07T00:00:00.000,IN,639711,,,1724.0,0.0,11817,11401.0,416.0,65.0,10.0,2021-02-08T14:53:12.094,Not agree,Agree
180,2020-03-07T00:00:00.000,AL,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
181,2020-09-22T00:00:00.000,NH,7990,,,38.0,0.0,438,,,0.0,0.0,2020-09-23T13:51:22.296,Not agree,Not agree
182,2020-11-14T00:00:00.000,ME,8944,8006.0,938.0,153.0,29.0,165,164.0,1.0,1.0,0.0,2020-11-15T15:12:13.050,Agree,Agree
183,2021-02-01T00:00:00.000,VA,510380,408421.0,101959.0,2740.0,910.0,6517,5684.0,833.0,43.0,25.0,2021-02-02T14:51:51.706,Agree,Agree
184,2020-01-23T00:00:00.000,NJ,0,,,0.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
185,2020-03-11T00:00:00.000,WI,5,,,2.0,,0,,,0.0,,2020-03-26T16:22:39.452,Agree,Agree
186,2020-07-14T00:00:00.000,VT,1305,,,4.0,0.0,56,,,0.0,0.0,2020-07-15T15:05:12.266,Not agree,Not agree
187,2020-10-12T00:00:00.000,WI,160331,152192.0,8139.0,2016.0,60.0,1484,1474.0,10.0,9.0,0.0,2020-10-13T13:29:38.712,Agree,Agree
